timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label
11534341420000,0,-7.03272528145499,-0.645954767983579,6.9293153222598,-0.03726278,0.015882496,0.016493361,39.34429,-10.532528,-25.861536,SIT
11534346403000,0.004983,-7.03129698998349,-0.645478669997855,6.93931333024657,-0.03756821,0.01985312,0.018936822,39.672226,-10.41531,-26.074865,SIT
11534351404000,0.009984,-7.02986353912076,-0.645000852212063,6.94934745385521,-0.04795292,0.007941248,0.014049901,40.003872,-10.294893,-26.27894,SIT
11534356397000,0.014977,-7.0284323813208,-0.644523798781857,6.95936552607635,-0.032986723,0.021991149,0.016798794,40.32967,-10.182866,-26.4874,SIT
11534361419000,0.019999,-7.02699291116831,-0.644043974562651,6.96944178457717,-0.03970624,0.018325957,0.019547688,40.658012,-10.062803,-26.684496,SIT
11534366413000,0.024993,-7.02556146673551,-0.643566825587996,6.97946186322175,-0.03604105,0.0125227375,0.02565634,40.98285,-9.950652,-26.881248,SIT
11534371425000,0.030005,-7.02412486291147,-0.643087956813273,6.98951805748819,-0.046731193,0.018325957,0.024740042,41.30765,-9.833263,-27.077194,SIT
11534376392000,0.034972,-7.02270115756551,-0.642613387538722,6.99948396269997,-0.047036625,0.027794369,0.025350908,41.629295,-9.72111,-27.26894,SIT
11534381406000,0.039986,-7.02126398047578,-0.642134327675102,7.00954416981329,-0.03848451,0.023518313,0.026267206,41.950687,-9.609132,-27.455303,SIT
11534386725000,0.045305,-7.01977908574128,-0.641626085564525,7.01962972734525,-0.03573562,0.016493361,0.024129177,42.271545,-9.495969,-27.640501,SIT
11534391395000,0.049975,-7.01933197233633,-0.641178968191129,7.01582923072186,-0.044898596,0.020158553,0.022602014,42.59057,-9.382804,-27.824314,SIT
11534396401000,0.054981,-7.01885268974422,-0.640699681345044,7.01175529365618,-0.044593163,0.0143553335,0.023518313,42.913002,-9.305894,-27.988136,SIT
11534401381000,0.059961,-7.01837589643444,-0.640222883803392,7.00770251567235,-0.04337143,0.016493361,0.023518313,43.2346,-9.225635,-28.152323,SIT
11534406398000,0.064978,-7.01789556068442,-0.639742543790046,7.00361962668743,-0.03634648,0.016187929,0.022296581,43.555805,-9.145985,-28.31128,SIT
11534411409000,0.069989,-7.01741579938416,-0.639262778231569,6.99954162056755,-0.04062254,0.023823744,0.022296581,43.875004,-9.063145,-28.47014,SIT
11534416401000,0.074981,-7.01693785717485,-0.638784831780178,6.99547907685363,-0.039095376,0.0143553335,0.020158553,44.19524,-8.982258,-28.621477,SIT
11534421357000,0.079937,-7.01646336166416,-0.638310332058005,6.99144583032996,-0.04062254,0.016798794,0.017104227,44.513588,-8.898721,-28.775604,SIT
11534426369000,0.084949,-7.01598350462227,-0.637830470757049,6.98736701039924,-0.04550946,0.014660766,0.018020526,44.83103,-8.814361,-28.92304,SIT
11534431451000,0.090031,-7.0154969456664,-0.637343907482617,6.98323122370972,-0.050701816,0.018936822,0.01740966,45.148262,-8.72835,-29.070608,SIT
11534436444000,0.095024,-7.01501890771546,-0.636865865288749,6.97916786618496,-0.04428773,0.007330383,0.021685716,45.463432,-8.64437,-29.210264,SIT
11534441367000,0.099947,-7.0145475716785,-0.636394525068357,6.97516147541901,-0.042455133,0.009773844,0.016187929,45.77969,-8.556094,-29.35308,SIT
11534446446000,0.105026,-7.01406129994751,-0.635908249021359,6.97102813016201,-0.04062254,0.008552114,0.010079277,46.094337,-8.469548,-29.48902,SIT
11534451437000,0.110017,-7.01358345347983,-0.635430398312447,6.96696640025893,-0.027488936,0.011301007,0.016798794,46.40493,-8.386962,-29.624071,SIT
11534456501000,0.115081,-7.01309861787326,-0.634945558402623,6.96284526216453,-0.03268129,0.014966198,0.015882496,46.718636,-8.298007,-29.757404,SIT
11534461544000,0.120124,-7.0126157928409,-0.634462729084842,6.95874121409776,-0.043066,0.006414085,0.013744468,47.029716,-8.211423,-29.885542,SIT
11534466447000,0.125027,-7.01214637163652,-0.633993303714016,6.95475109954862,-0.044593163,0.01038471,0.0125227375,47.338547,-8.125432,-30.015993,SIT
11534471492000,0.130072,-7.01166335512089,-0.633510282911279,6.95064542386018,-0.03176499,0.0143553335,0.013439035,47.646404,-8.04024,-30.141878,SIT
11534476441000,0.135021,-7.0111895298016,-0.633036453386453,6.94661787401239,-0.03634648,0.023518313,0.01985312,47.950924,-7.9508533,-30.26801,SIT
11534481443000,0.140023,-7.010710630176,-0.63255754951028,6.94254719219007,-0.04062254,0.0106901415,0.01740966,48.25753,-7.8633456,-30.387281,SIT
11534486450000,0.14503,-7.01023125184226,-0.632078166921716,6.93847244131355,-0.03726278,0.02321288,0.014966198,48.558807,-7.7773495,-30.51386,SIT
11534491438000,0.150018,-7.00975369259946,-0.631600603440238,6.934413152843,-0.040317107,0.015577064,0.014966198,48.860317,-7.6886425,-30.629082,SIT
11534496458000,0.155038,-7.00927306962455,-0.631119976199457,6.93032782242556,-0.03573562,0.009468411,0.017715093,49.159508,-7.6025934,-30.746174,SIT
11534501417000,0.159997,-7.00879828688897,-0.630645189249849,6.92629213446937,-0.04153884,0.024740042,0.016798794,49.457687,-7.512674,-30.86533,SIT
11534506537000,0.165117,-7.00830808975122,-0.630154987761243,6.92212542296791,-0.04184427,0.018936822,0.019547688,49.753574,-7.4261465,-30.974607,SIT
11534511405000,0.169985,-7.00784201950383,-0.629688913377155,6.91816379179817,-0.044898596,0.009162978,0.020158553,50.048374,-7.337088,-31.085222,SIT
11534516441000,0.175021,-7.00735986466286,-0.629206754256722,6.91406544040729,-0.038179077,0.014966198,0.011911872,50.343166,-7.249474,-31.19696,SIT
11534521430000,0.18001,-7.00688220967844,-0.628729095032766,6.9100053381259,-0.040317107,0.009468411,0.013133603,50.634052,-7.160559,-31.300478,SIT
